key,comment,en,fr-fr,it,de,es,pt-br,ru,zh-cn,zh-tw,ko,jp,nl,cat,tok,sl
CREDITS_PORT_2,,Plastic Fern Studios,Plastic Fern Studios,Plastic Fern Studios,Plastic Fern Studios,Plastic Fern Studios,Plastic Fern Studios,Plastic Fern Studios,Plastic Fern Studios,Plastic Fern Studios,Plastic Fern Studios,Plastic Fern Studios,Plastic Fern Studios,Plastic Fern Studios,Plastic Fern Studios,Plastic Fern Studios
CREDITS_PORT_3,,<b>Director</b><br>Jay Fernandes,<b>Direction</b><br>Jay Fernandes,<b>Direzione</b><br>Jay Fernandes,<b>Direktor</b><br>Jay Fernandes,<b>Dirección</b><br>Jay Fernandes,<b>Direção</b><br>Jay Fernandes,<b>Директор</b><br>Jay Fernandes,<b>总监</b><br>Jay Fernandes,<b>總監</b><br>Jay Fernandes,<b>디렉터</b><br>Jay Fernandes,<b>ディレクター</b><br>Jay Fernandes,<b>Regie</b><br>Jay Fernandes,<b>Direcció</b><br>Jay Fernandes,<b>Director</b><br>Jay Fernandes,<b>Vodstvo</b><br>Jay Fernandes
CREDITS_PORT_4,,<b>Programmer</b><br>Sunder Iyer,<b>Programmation</b><br>Sunder Iyer,<b>Programmazione</b><br>Sunder Iyer,<b>Programmierer</b><br>Sunder Iyer,<b>Programación</b><br>Sunder Iyer,<b>Programação</b><br>Sunder Iyer,<b>Программист</b><br>Sunder Iyer,<b>程序设计</b><br>Sunder Iyer,<b>程式設計</b><br>Sunder Iyer,<b>프로그래머</b><br>Sunder Iyer,<b>プログラマー</b><br>Sunder Iyer,<b>Programmeur</b><br>Sunder Iyer,<b>Programació</b><br>Sunder Iyer,<b>Programmer</b><br>Sunder Iyer,<b>Programiranje</b><br>Sunder Iyer
CREDITS_PORT_5,,<b>Programmer</b><br>Izzy Chavira,<b>Programmation</b><br>Izzy Chavira,<b>Programmazione</b><br>Izzy Chavira,<b>Programmierer</b><br>Izzy Chavira,<b>Programación</b><br>Izzy Chavira,<b>Programação</b><br>Izzy Chavira,<b>Программист</b><br>Izzy Chavira,<b>程序设计</b><br>Izzy Chavira,<b>程式設計</b><br>Izzy Chavira,<b>프로그래머</b><br>Izzy Chavira,<b>プログラマー</b><br>Izzy Chavira,<b>Programmeur</b><br>Izzy Chavira,<b>Programació</b><br>Izzy Chavira,<b>Programmer</b><br>Izzy Chavira,<b>Programiranje</b><br>Izzy Chavira
CREDITS_PORT_6,,<b>Test Specialist</b><br>Nic Freeman,<b>Spécialiste tests</b><br>Nic Freeman,<b>Specialista test</b><br>Nic Freeman,<b>Testspezialist</b><br>Nic Freeman,<b>Especialista en pruebas</b><br>Nic Freeman,<b>Especialista em testes</b><br>Nic Freeman,<b>Специалист по тестированию</b><br>Nic Freeman,<b>测试专员</b><br>Nic Freeman,<b>測試專員</b><br>Nic Freeman,<b>테스트 스페셜리스트</b><br>Nic Freeman,<b>テストスペシャリスト</b><br>Nic Freeman,<b>Testspecialist</b><br>Nic Freeman,<b>Especialista en Tests</b><br>Nic Freeman,<b>Test Specialist</b><br>Nic Freeman,<b>Testno specializiranje</b><br>Nic Freeman
CREDITS_PORT_7,,<b>Platform Specialist</b><br>Margot Michaud,<b>Spécialiste plateforme</b><br>Margot Michaud,<b>Specialista piattaforma</b><br>Margot Michaud,<b>Plattformspezialist</b><br>Margot Michaud,<b>Especialista en plataformas</b><br>Margot Michaud,<b>Especialista em plataformas</b><br>Margot Michaud,<b>Специалист по платформе</b><br>Margot Michaud,<b>平台专员</b><br>Margot Michaud,<b>平台專員</b><br>Margot Michaud,<b>플랫폼 스페셜리스트</b><br>Margot Michaud,<b>プラットフォームスペシャリスト</b><br>Margot Michaud,<b>Platformspecialist</b><br>Margot Michaud,<b>Especialista en Plataformes</b><br>Margot Michaud,<b>Platform Specialist</b><br>Margot Michaud,<b>Platformno specializiranje </b><br>Margot Michaud
CREDITS_PORT_8,,<b>Test Specialist</b><br>Mason Zedaker,<b>Spécialiste tests</b><br>Mason Zedaker,<b>Specialista test</b><br>Mason Zedaker,<b>Testspezialist</b><br>Mason Zedaker,<b>Especialista en pruebas</b><br>Mason Zedaker,<b>Especialista em testes</b><br>Mason Zedaker,<b>Специалист по тестированию</b><br>Mason Zedaker,<b>测试专员</b><br>Mason Zedaker,<b>測試專員</b><br>Mason Zedaker,<b>테스트 스페셜리스트</b><br>Mason Zedaker,<b>テストスペシャリスト</b><br>Mason Zedaker,<b>Testspecialist</b><br>Mason Zedaker,<b>Especialista en Tests</b><br>Mason Zedaker,<b>Test Specialist</b><br>Mason Zedaker,<b>Testno specializiranje</b><br>Mason Zedaker
CREDITS_PORT_9,,<b>Producer</b>Yuki Oyakawa<br>,<b>Production</b><br>Yuki Oyakawa,<b>Produzione</b><br>Yuki Oyakawa,<b>Produzent</b><br>Yuki Oyakawa,<b>Producción</b><br>Yuki Oyakawa,<b>Produção</b><br>Yuki Oyakawa,<b>Продюсер</b><br>Yuki Oyakawa,<b>制作人</b><br>Yuki Oyakawa,<b>製作人</b><br>Yuki Oyakawa,<b>프로듀서</b><br>Yuki Oyakawa,<b>プロデューサー</b><br>Yuki Oyakawa,<b>Producer</b><br>Yuki Oyakawa,<b>Producció</b><br>Yuki Oyakawa,<b>Producer</b><br>Yuki Oyakawa,<b>Produciranje</b><br>Yuki Oyakawa
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ACH_10_DESC,A question mark meaning a tile that has a question mark symbol in it.,Use a question mark,Se servir d'un point d'interrogation,Usa un punto interrogativo.,Verwende ein Fragezeichen,Usa una interrogación.,Use um ponto de interrogação,Используйте вопросительный знак,使用问号,使用一個問號,물음표 기호를 사용했습니다.,クエスチョンマークを使う,Gebruik een vraagteken,,,
ACH_11_NAME,This is standalone as the name of an achievement,MONUMENT,MONUMENT,MONUMENTO,MONUMENT,MONUMENTO,MONUMENTO,ПАМЯТНИК,纪念碑,到此一遊,기념비,モニュメント,MONUMENT,,,
ACH_11_DESC,Monuments are puzzles where the player needs to construct the puzzle itself out of pieces.,Construct a monument,Construire un monument,Costruisci un monumento.,Errichte ein Monument,Construye un monumento.,Construa um monumento,Посторойте памятник,设立纪念碑,建設一座紀念碑,기념비를 건설했습니다.,モニュメントを作る,Bouw een monument,,,
ACH_12_NAME,This is standalone as the name of an achievement,FREE BIRD,LIBRE COMME L'AIR,LIBERO COME L'ARIA,VOGEL BEFREIEN,LIBRE COMO UN PÁJARO,PÁSSARO LIVRE,СВОБОДУ ПТИЦАМ,自由的鸟,飛向自由,자유로운 새,自由の鳥,VRIJ ALS EEN VOGEL,,,
ACH_12_DESC,,Find a bird,Trouver un oiseau,Trova un uccello.,Finde einen Vogel,Encuentra un pájaro.,Encontre um pássaro,Освободите птицу,找到小鸟,找到一隻小鳥,새를 발견했습니다.,鳥を見つける,Vind een vogel,,,
ACH_13_NAME,This is standalone as the name of an achievement,CLOUD,NUAGE,NUVOLA,WOLKE,NUBE,NUVEM,ОБЛАКО,云彩,騰雲駕霧,구름,雲,WOLK,,,
ACH_13_DESC,"Could as in, a natural sky cloud",Make a cloud,Créer un nuage,Crea una nuvola.,Mache eine Wolke,Crea una nube.,Crie uma nuvem,Создайте облако,做出云彩,製作一個雲朵,구름을 만들었습니다.,雲を作る,Maak een wolk,,,
ACH_14_NAME,This is standalone as the name of an achievement,D-PAD,CROIX,CROCE,STEUERKREUZ,CRUCETA,DIRECIONAL,КРЕСТОВИНА,方向键,指路,D 패드,方向キー,D-PAD,,,
ACH_14_DESC,"Arrow as in a directional icon, like a tile with an arrow pointing right on it for example",Use an arrow,Se servir d'une flèche,Usa una freccia.,Verwende einen Pfeil,Usa una flecha.,Use uma seta,Используйте стрелочку,使用箭头,使用一個箭頭,화살표를 사용했습니다.,矢印を使う,Gebruik een pijl,,,
ACH_15_NAME,This is standalone as the name of an achievement,BLACKOUT,ÇA VA ÊTRE TOUT NOIR,BLACKOUT,BLACKOUT,OSCURIDAD,BLECAUTE,ЧЕРНОТА,全黑制霸,全黑制霸,블랙아웃,黒一色,BLACKOUT,,,
ACH_15_DESC,"This is separate from finishing the game and specifically about finding absolutely everything, including secrets and optional levels",100% the game,Finir le jeu à 100 %,Completa il gioco al 100%.,Schließe das Spiel zu 100 % ab,Completa el juego al 100 %.,Complete 100% do jogo,Пройдите игру на 100%,游戏完全通关,完全通關遊戲,게임을 100% 완료했습니다.,ゲームを100%コンプリート,Vind alles en voltooi 100% van het spel,,,
ACH_16_NAME,This is standalone as the name of an achievement,HELLO WORLD,BONJOUR LE MONDE,HELLO WORLD,HALLO WELT,"HOLA, MUNDO",HELLO WORLD,HELLO WORLD,你好，世界,哈囉世界,HELLO WORLD,世界よ、どうかお手やわらかに,HALLO WERELD,,,
ACH_16_DESC,,Beat a daily level,Terminer un niveau journalier,Completa un livello giornaliero.,Schließe ein tägliches Level ab,Completa un nivel diario.,Vença um desafio diário,Пройдите ежедневный уровнь,每日谜题过关,通過一個每日關卡,일일 퍼즐을 클리어했습니다.,デイリーステージをクリアする,Voltooi een dagelijks level,,,
ACH_17_NAME,This is standalone as the name of an achievement,VERTIGO,VERTIGE,VERTIGINI,VERTIGO,VÉRTIGO,VERTIGEM,ГОЛОВОКРУЖЕНИЕ,转圈圈,魔力轉圈圈,현기증,めまい,VERTIGO,,,
ACH_17_DESC,In the game you can spell words by using the same letter multiple times by going in a loop,Spell with a loop,Former un mot avec une boucle,Forma un loop.,Buchstabiere mit einer Schleife,Deletrea con un bucle.,Soletre com um loop,Закольцуйте написанное,画圈循环拼写,以迴圈完成拼字,지붕 위에서 퍼즐을 맞췄습니다.,文字列をループする,Spel met een lus,,,
ACH_18_NAME,This is standalone as the name of an achievement,OVERLOAD,SURCHARGE,SOVRACCARICO,ÜBERLASTUNG,SOBRECARGA,SOBRECARGA,ПЕРЕГРУЗКА,超载,超載,과부하,オーバーロード,OVERBELASTING,,,
ACH_18_DESC,If you try to spell a >50 letter word the game cancels it and awards you this achievement,Spell a word that's way too long,Former un mot bien trop long,Forma una parola davvero troppo lunga.,Buchstabiere ein viel zu langes Wort,Deletrea una palabra muy larga.,Soletre uma palavra que seja muito longa,Напишите слишком длинное слово,尝试拼出过长的单词,嘗試拼出過長的單字,엄청나게 긴 단어를 만들었습니다.,文字列をとてつもなく長くする,Spel een woord dat veel te lang is,,,
ACH_19_NAME,This is standalone as the name of an achievement,EARLY SETTLER,COLONISATION PRÉCOCE,PIONIERE,FRÜHZEITIGER SIEDLER,COLONO PIONERO,BANDEIRANTE,РАННИЙ ПОСЕЛЕНЕЦ,定居先锋,定居先鋒,초기 정착민,一足早い定住者,VROEGE PIONIER,,,
ACH_19_DESC,"This achievement is awarded when using a mechanic earlier than it is taught. The mechanic is the one related to building houses, therefore the achievement description is doing that ""too early""",Build a house too early,Construire une maison trop tôt,Costruisci una casa troppo presto.,Baue zu früh ein Haus,Construye una casa muy pronto.,Construa uma casa muito cedo,Постройте дом слишком рано,过早盖出房子,提早蓋出房子,집을 너무 일찍 지었습니다.,教わる前に家を作る,Bouw veel te vroeg een huis,,,
ACH_20_NAME,This is standalone as the name of an achievement,TIMETRAVEL,VOYAGE TEMPOREL,VIAGGIO NEL TEMPO,ZEITREISE,VIAJE EN EL TIEMPO,VIAGEM NO TEMPO,ПУТЕШЕСТВИЕ ВО ВРЕМЕНИ,穿越,時空旅行,시간여행,タイムトラベル,TIJDREIS,,,
ACH_20_DESC,"This achievement is awarded when using a mechanic earlier than it is taught. The mechanic is the one related to going to space, therefore the achievement description is doing that ""too early""",Go to space too early,Aller dans l'espace trop tôt,Vai nello spazio troppo presto.,Gehe zu früh ins All,Viaja al espacio muy pronto.,Vá para o espaço muito cedo,Попадите в космос слишком рано,过早进入太空,提早前往太空,우주로 일찍 출발했습니다.,教わる前に宇宙に飛ぶ,Ga te vroeg naar de ruimte,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,The short paragraph in a store page marketing copy,Learn a cryptic language of world-changing words and master their mind-bending effects. Embark on your charming puzzle-solving journey to help the LOK creatures thrive.,Apprenez un langage cryptique et maîtrisez les effets de mots qui changeront votre monde. Aventurez-vous dans de charmants niveaux de casse-têtes et faites prospérer les LOK.,Impara un linguaggio criptico fatto di parole in grado di cambiare il mondo e padroneggia i loro effetti strabilianti. Intraprendi un affascinante viaggio in cui risolverai rompicapi e aiuterai le creature LOK a prosperare.,"Lerne eine kryptische Sprache mit weltverändernden Wörtern und meistere ihre kniffligen Effekte. Begib dich auf deine charmante Rätselreise, um den LOK-Kreaturen zu helfen zu gedeihen.",Aprende un lenguaje secreto de palabras que cambian el mundo y domina sus asombrosos efectos. Embárcate en un encantador viaje de resolución de puzles y ayuda a las criaturas LOK a prosperar.,Aprenda um idioma enigmático de palavras que transformam o mundo e domine seus efeitos incríveis. Embarque em uma encantadora jornada de solução de puzzles para ajudar as criaturas LOK a prosperar.,"Изучите тайный язык, в котором у каждого слова есть свой удивительный эффект, меняющий мир вокруг. Отправьтесь в путешествие и помогите существам LOK.",了解神秘的语言，学习改变环境的单词，巧妙运用单词的烧脑效果。开始迷人的解谜之旅，协助新型生物LOK发展文明。,認識一門神祕語言，學習足以改變環境的不同單字，並活用其效果。展開你的解謎旅程，幫助LOK生物發展文明吧。,"세상을 바꿀수 있는 단어들로 구성된 미지의 언어를 배우고, 그 단어들이 가진 마음을 뒤흔드는 효과를 마스터하세요. 매력이 넘치는 퍼즐풀이 여정을 시작해 LOK 생명체들이 번성할 수 있도록 도와주세요.",世界を変えるコトバを生み出すふしぎな文字たち。頭をひとひねりさせるこれらのコトバの効果を使いこなし、魅惑のパズルを解いていこう。そしてLOKたちの進歩を手助けしていこう。,Leer een cryptische taal bestaande uit wereldveranderende woorden en beheers hun breinbrekende effecten. Ga op een charmante puzzelreis en help de LOK-wezens te floreren.,,,
,,,,,,,,,,,,,,,,
,A quote from a press preview,"“It's about as perfect a translation from paper to digital as you could ask for, deftly taking the mind-bending, world-building puzzles and bringing them to your desktop.”","« En matière de passage du papier au numérique, on fait difficilement mieux. Retrouvez dans ce jeu vidéo des casse-têtes qui façonneront votre environnement et vous étonneront. »","""È un perfetto adattamento dal cartaceo al digitale, in grado di trasferire abilmente gli strabilianti rompicapi di costruzione del mondo sul tuo schermo"".","„Die Umsetzung von Papier auf digital ist so perfekt, wie man es sich nur wünschen kann. Die kniffligen, weltbildenden Rätsel wurden geschickt auf den Desktop übertragen.“",“Es la adaptación perfecta del papel a lo digital. Trae a tu escritorio con destreza asombrosos puzles con los que construir todo un mundo.”,"""É a perfeita adaptação do papel para o digital, trazendo os impressionantes puzzles de criação de mundo para a sua área de trabalho.""","«Лучший перенос печатного материала в цифровую среду. Умопомрачительные задачки, меняющие мир, теперь на вашем рабочем столе».",“这款游戏将纸面的谜题完美转化为了电子游戏的形式，将原作烧脑的创世谜题巧妙地搬上了屏幕。”,「從紙本到數位的改編堪稱完美，將原作那些激盪腦力的造世解謎遊戲，巧妙地搬到了螢幕上。」,"“보드 게임을 디지털로 더이상 바랄게 없을만큼 완벽하게 옮겨왔습니다. 마음을 뒤흔들고, 세계를 구축하는 퍼즐들을 능숙한 솜씨로 당신의 데스크톱에 구현해냅니다.”",「これは紙からデジタルへの完全移植と言っていいだろう。巧みに世界を作り上げていく驚きのパズルがPCでも楽しめるようになった。」,"""De adaptatie van papier naar digitaal is zo ongeveer zo perfect gedaan als maar kan. De lastige, wereldbouwende puzzels zijn knap overgebracht naar je computer.""",,,
,,,,,,,,,,,,,,,,
,A quote from a press preview,"“I’ve found great joy in tackling these unique word problems, and figuring out what each keyword does. Each “aha” moment is satisfying.”","« J'ai pris beaucoup de plaisir à résoudre ces défis basés sur les mots, ainsi qu'à découvrir à quoi servait tous les mots-clés. À chaque fois, ces révélations ont été très satisfaisantes. »","“È stata davvero una gioia poter affrontare queste sfide lessicali e scoprire gli effetti di ciascuna parola chiave. Ogni momento ""a-ha"" è davvero gratificante"".","„Ich hatte große Freude daran, diese einzigartigen Textaufgaben zu lösen und herauszufinden, was jedes Schlüsselwort bewirkt. Jeder Aha-Moment ist befriedigend.“",“Ha sido todo un placer enfrentarme a estos desafíos léxicos únicos y averiguar qué hace cada palabra clave. Cada momento 'ajá' es satisfactorio.”,"""Foi um grande prazer enfrentar esses desafios únicos de palavras e descobrir o que cada palavra-chave faz. Cada momento ""ahá"" é muito gratificante.""","«Так чудесно возиться с проблемами этого уникального игрового мира и изучать, что делает каждое ключевое слово. И наслаждаться моментами инсайта, находя отгадку».",“这些文字谜题很特别，琢磨单词效果的时候很开心，每次恍然大悟的时刻都带让我很有成就感。”,「在嘗試解開這些獨特的文字謎題、瞭解不同關鍵字的功用時，我感受到了滿滿快樂。每個恍然大悟的時刻都帶來了成就感。」,"“이 독특한 단어 퍼즐을 풀고, 각 키워드의 역할을 알아내는동안 정말 즐거웠습니다. ‘아하!’하는 매 순간순간이 만족스러웠어요.”",「このようなユニークなワード問題にチャレンジし、各キーワードがどう作用するか考えるのが楽しくてたまらなかった。”ハッ”とひらめきを得た瞬間がなんとも言えない。」,"""Ik heb erg veel plezier gehad met het aanpakken van deze unieke woordpuzzels en erachter komen wat elk sleutelwoord doet. Ieder aha-moment is heerlijk.""",,,
,,,,,,,,,,,,,,,,
,A quote from a press preview,"“LOK Digital is a great concept and one that I found myself fully immersed in from the very beginning. The mechanics are easy to learn, but the puzzles do get very challenging.”","« [i]LOK Digital[/i] repose sur un concept génial dans lequel on s'immerge dès le début. Les ressorts du jeu sont faciles à apprendre, mais les niveaux sont de plus en plus exigeants. »","“LOK Digital è un concept davvero grandioso, nel quale riesci a immergerti immediatamente. I meccanismi sono facili da imparare, ma i rompicapi possono diventare molto impegnativi"".","„LOK Digital ist ein großartiges Konzept, in das ich mich von Anfang an voll und ganz vertieft habe. Die Spielmechanik ist leicht zu erlernen, aber die Rätsel werden sehr anspruchsvoll.“","“LOK Digital es un concepto genial, en el que te sumerges de inmediato. Las mecánicas son fáciles de aprender, pero los puzles se vuelven muy desafiantes.”","""LOK Digital é um ótimo conceito no qual eu mergulhei completamente desde o início. As mecânicas são fáceis de aprender, mas os puzzles ficam cada vez mais desafiadores.""","«LOK Digital — отличный концепт, который зацепил меня с самого начала. Механики легко изучить, но сами задачки заставят вас напрячь извилины по полной».",“《LOK数字版》的概念很有意思，我刚上手就完全沉浸进去了。游戏机制非常容易上手，但谜题很有难度。”,「《LOK Digital》有著精妙的設計概念，讓我一玩就完全沉浸其中。遊戲機制相當容易上手，同時仍不乏充滿挑戰性的解謎環節。」,"LOK Digital은 정말 대단한 컨셉의 게임입니다. 전 게임을 시작하자마자 완전히 빠져들었습니다. 게임의 메커니즘은 익히기는 쉽지만, 퍼즐들을 풀기 위해선 꽤 머리를 많이 써야 하죠.”",「『LOK Digital』のコンセプトはとても素晴らしくて、ゲームを遊び始めた段階から完全に没頭してしまった。仕組み自体はすぐに理解できるが、パズルはとてもチャレンジングだ。」,"""LOK Digital is een geweldig concept, en eentje waar ik mezelf volledig in onderdompelde vanaf de allereerste puzzel. De regels zijn makkelijk te leren, maar de puzzels vormen uiteindelijk een flinke uitdaging.""",,,
,,,,,,,,,,,,,,,,
,A heading in the store page description,Discover a cryptic language of world-changing words,Dévoilez un langage mystérieux aux mots pouvant changer le monde,Scopri un linguaggio criptico di parole in grado di cambiare il mondo,Entdecke eine kryptische Sprache mit weltverändernden Wörtern,Descubre un lenguaje secreto de palabras que cambian el mundo,Descubra um idioma enigmático de palavras que transformam o mundo,"Изучите тайный язык, меняющий мир вокруг",单词改变世界，语言暗藏玄机,單字改變世界，語言暗藏玄機,세상을 바꿀수 있는 단어들로 구성된 미지의 언어를 발견하세요.,世界を変えるコトバを生み出すふしぎな文字たちを発見しよう,Ontdek een cryptische taal van wereldveranderende woorden,,,
,Part of the store page description,"Learn the rules as you go and uncover how each new word has its own special ability to change the world around you in deep and surprising ways. Expand your vocabulary through 15 distinct worlds, each one exploring a new mechanic and completely shaking up the way you solve puzzles.","Apprivoisez les règles à mesure que vous découvrez chaque nouveau mot et sa capacité à influer sur l'environnement de manière surprenante et significative. Étendez votre vocabulaire à travers 15 mondes distincts, chacun explorant un nouveau mécanisme, renversant totalement la manière dont vous devez résoudre les casse-têtes.","Impara le regole man mano che procedi e scopri come ogni nuova parola possiede la sua abilità speciale di cambiare il mondo intorno a te in modi profondi e sorprendenti. Espandi il tuo vocabolario attraverso 15 mondi diversi, ognuno dei quali con una nuova meccanica che rivoluzionerà il modo in cui risolvi i rompicapi.","Lerne nach und nach die Regeln und entdecke, wie jedes neue Wort seine eigene besondere Fähigkeit hat, die Welt um dich herum auf tiefgreifende und überraschende Weise zu verändern. Erweitere deinen Wortschatz in 15 verschiedenen Welten, von denen jede eine neue Mechanik erforscht und die Art und Weise, wie du Rätsel löst, völlig auf den Kopf stellt.","Aprende las reglas a medida que avanzas y descubre cómo cada palabra nueva tiene su propia capacidad especial para cambiar el mundo que te rodea de formas profundas y sorprendentes. Expande tu vocabulario a través de 15 mundos distintos, explorando en cada uno una mecánica nueva que revolucionará tu manera de resolver puzles.","Aprenda as regras enquanto descobre como cada palavra possui sua própria habilidade especial de transformar o mundo ao redor de formas profundas e surpreendentes. Expanda seu vocabulário em 15 mundos distintos, cada um trazendo uma nova mecânica e modificando completamente a maneira de solucionar puzzles.","Изучайте правила, решая задачки, и узнавайте, что делает каждое новое слово и как оно меняет мир вокруг себя самыми необычными и удивительными способами. Пополните свой словарный запас 15 уникальными словами, каждое из которых привносит в мир игры новую механику и полностью переворачивает способ решения задачек с ног на голову.",一边游戏，一边摸索谜题规则，探索单词的本事，以深奥、神奇的方式改变周围的世界。深入15种世界，拓展自己的词汇。每个单词都有各自的机制，会颠覆你的揭秘思路。,一邊遊玩，一邊認識解謎規則，探索文字如何發揮功用，以深奧、神奇的方式改變周遭世界。深入15個獨特世界，學習不同的詞彙。每個關鍵字都有著專屬的解謎機制，徹底影響你解開謎題的流程。,"게임을 플레이하며 규칙을 익히고 새로운 단어들이 가진 특수한 능력을 통해 심오하고 놀라운 방식으로 플레이어 주변의 세상을 바꿔가는 것을 확인해 보세요. 15개의 독특한 월드를 통해 플레이어의 어휘력를 확장시켜나가세요, 각 월드에서 플레이어는 새로운 메커니즘을 탐험하고 기발한 방법으로 퍼즐을 풀게 됩니다.",実際にパズルを解きながらルールを学んでいき、それぞれ特別な能力を持つキーワードが奥深さとおどろきとともに、まわりの世界を変えていく様子を見ていこう。15種類の異なるワールドを通して使えるキーワードを増やしていき、各ステージの新たなしかけにもチャレンジすることで、パズルの解き方にも変化が生まれるだろう。,"Leer stapsgewijs de regels en ontdek hoe elk woord een eigen speciale kracht heeft om de wereld rondom op diepe en verrassende manieren te veranderen. Breid je woordenschat uit terwijl je 15 diverse werelden verkent, elk met een nieuwe regel die de manier waarop je puzzels oplost helemaal op z'n kop zet.",,,
,,,,,,,,,,,,,,,,
,A heading in the store page description,Master their mind-bending effects,Maîtrisez leurs effets surprenants,Domina i loro effetti sorprendenti,Meistere ihre kniffligen Effekte,Domina asombrosos efectos,Domine seus efeitos incríveis,Овладейте их умопомрачительными эффектами,驾驭单词的烧脑效果,駕馭單字的神奇力量,단어들이 가진 마음을 뒤흔드는 효과를 마스터하세요,頭をひとひねりしてコトバの効果を使いこなそう,Beheers hun breinbrekende effecten,,,
,Part of the store page description,"With approachable mechanics and mind-bending gameplay, LOK Digital invites you to return every day for new procedurally generated puzzles showcasing the breadth and depth of mechanics.","Grâce à son accessibilité et sa jouabilité surprenante, [i]LOK Digital[/i] vous invite à revenir chaque jour pour de nouveaux niveaux générés procéduralement qui sauront mettre en valeur la variété et la profondeur de ses ressorts.","Grazie alle sue meccaniche accessibili e a un gameplay sorprendente, LOK Digital ti invita a tornare ogni giorno per affrontare nuovi rompicapi generati proceduralmente che dimostreranno la sua originalità e profondità.","LOK Digital bietet zugängliche Mechaniken und ein fesselndes Gameplay und lädt dich ein, jeden Tag zurückzukehren, um neue prozedural generierte Rätsel zu lösen, die dir die Bandbreite und Komplexität der Mechaniken näherbringen.","Con mecánicas accesibles y un diseño asombroso, LOK Digital te invita a volver cada día para enfrentarte a puzles nuevos generados procedimentalmente que demostrarán la originalidad y profundidad de sus mecánicas.","Com mecânicas acessíveis e uma jogabilidade surpreendente, LOK Digital convida você a voltar todos os dias em busca de novos puzzles gerados proceduralmente que realçam a originalidade e profundidade das mecânicas.","LOK Digital приглашает вас попробовать режим ежедневых процедурно генерируемых задачек, полностью раскрывающих глубину всех игровых механик.",《LOK数字版》机制容易上手，但是玩法颇有深度，每天都可以体验程序生成的全新谜题，感受游戏机制的深度和广度，让你玩到欲罢不能。,《LOK Digital》結合了平易近人的機制及激盪腦力的玩法，每天推出程式生成的新關卡，呈現出既深又廣的精妙解謎設計，讓你一玩就欲罷不能。,"익숙한 메커니즘과 중독성 있는 게임플레이와 함께, LOK Digital은 플레이어에게 매일 새로운 퍼즐을 선보임으로써 퍼즐 풀이 메커니즘의 심오함을 자랑합니다.",わかりやすい仕組み、頭のひとひねりを必要とするゲーム性、そして幅広くて奥深い数々のしかけと共に、『LOK Digital』は新しくプロシージャル生成されたパズルへあなたをいつでも招き入れます。,Met toegankelijke regels en breinbrekende gameplay nodigt LOK Digital je uit om iedere dag terug te komen om automatisch gegenereerde puzzels op te lossen die de breedte en diepte van de regels laten zien.,,,
,,,,,,,,,,,,,,,,
,A heading in the store page description,Help the LOK creatures thrive,Aidez les créatures LOK à prospérer,Aiuta le creature LOK a prosperare,Hilf den LOK-Kreaturen zu gedeihen,Ayuda a las criaturas LOK a prosperar,Ajude as criaturas LOK a prosperar,Помогите существам LOK развиться,协助LOK生物蓬勃发展,幫助LOK生物蓬勃發展,LOK 생명체들이 번성할 수 있도록 도와주세요.,LOKという生き物たちの進歩を手助けしよう,Help de LOK-wezens te floreren,,,
